course_id,course_name,provider,difficulty_level,skills_taught,duration_hours,rating
C3848,Effective Communication,LinkedIn Learning,Intermediate,Power BI,25,4.88
C3849,Java Programming,LinkedIn Learning,Advanced,R,39,4.22
C3850,Advanced SQL,Udemy,Beginner,SQL,19,3.35
C3851,Power BI Dashboards,LinkedIn Learning,Beginner,Communication,22,4.44
C3852,Power BI Dashboards,LinkedIn Learning,Intermediate,SQL,53,4.0
C3853,Java Programming,edX,Intermediate,Excel,51,3.95
C3854,Effective Communication,LinkedIn Learning,Beginner,SQL,6,4.67
C3855,Power BI Dashboards,Udemy,Advanced,Java,9,3.28
C3856,Power BI Dashboards,LinkedIn Learning,Advanced,Data Visualization,41,3.98
C3857,Excel for Business,Coursera,Intermediate,Machine Learning,45,4.56
C3858,Excel for Business,LinkedIn Learning,Beginner,Communication,10,4.32
C3859,Effective Communication,LinkedIn Learning,Advanced,Communication,55,3.01
C3860,Leadership Skills,LinkedIn Learning,Beginner,R,46,4.57
C3861,Leadership Skills,LinkedIn Learning,Beginner,SQL,55,4.89
C3862,Machine Learning Fundamentals,edX,Advanced,Python,23,4.41
C3863,Effective Communication,edX,Advanced,Machine Learning,20,4.75
C3864,Effective Communication,Coursera,Advanced,Java,16,3.72
C3865,Leadership Skills,edX,Intermediate,Java,28,3.7
C3866,Advanced SQL,Udemy,Intermediate,Machine Learning,13,3.64
C3867,Effective Communication,edX,Beginner,Excel,7,4.47
C3868,Effective Communication,edX,Advanced,Excel,21,4.88
C3869,Advanced SQL,edX,Advanced,SQL,34,4.77
C3870,Excel for Business,Udemy,Beginner,SQL,31,3.3
C3871,Machine Learning Fundamentals,Coursera,Advanced,SQL,28,4.25
C3872,Leadership Skills,LinkedIn Learning,Advanced,Leadership,46,4.99
C3873,Python for Data Analysis,Udemy,Advanced,Data Visualization,54,3.59
C3874,Effective Communication,Udemy,Intermediate,R,43,4.27
C3875,Java Programming,edX,Beginner,Data Visualization,11,4.81
C3876,Effective Communication,edX,Advanced,Leadership,13,4.8
C3877,Effective Communication,Coursera,Intermediate,Java,20,3.64
C3878,Power BI Dashboards,edX,Intermediate,Communication,15,3.19
C3879,Effective Communication,Udemy,Beginner,SQL,13,4.29
C3880,Advanced SQL,edX,Advanced,Java,5,4.89
C3881,Power BI Dashboards,edX,Intermediate,Communication,48,4.02
C3882,Advanced SQL,Coursera,Intermediate,R,39,3.92
C3883,Effective Communication,Udemy,Beginner,Machine Learning,24,4.73
C3884,Python for Data Analysis,Udemy,Intermediate,Leadership,55,3.85
C3885,Leadership Skills,LinkedIn Learning,Advanced,Python,12,4.36
C3886,Effective Communication,LinkedIn Learning,Intermediate,Java,11,3.78
C3887,Advanced SQL,Coursera,Intermediate,Leadership,41,3.75
C3888,Effective Communication,Udemy,Advanced,Leadership,41,3.38
C3889,Python for Data Analysis,Udemy,Intermediate,Leadership,24,3.18
C3890,Advanced SQL,edX,Beginner,Leadership,9,4.77
C3891,Excel for Business,Coursera,Intermediate,Python,16,3.36
C3892,Power BI Dashboards,Coursera,Beginner,R,25,3.12
C3893,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Leadership,24,4.16
C3894,Java Programming,LinkedIn Learning,Advanced,Leadership,9,4.09
C3895,Machine Learning Fundamentals,edX,Beginner,Python,27,4.14
C3896,Advanced SQL,LinkedIn Learning,Intermediate,Machine Learning,11,3.94
C3897,Machine Learning Fundamentals,Coursera,Advanced,Data Visualization,5,3.28
C3898,Effective Communication,Coursera,Beginner,Java,29,3.04
C3899,Power BI Dashboards,LinkedIn Learning,Beginner,Communication,23,3.09
C3900,Java Programming,edX,Beginner,Python,6,4.89
C3901,Excel for Business,edX,Intermediate,Communication,16,4.06
C3902,Excel for Business,LinkedIn Learning,Intermediate,SQL,46,3.8
C3903,Python for Data Analysis,Udemy,Beginner,SQL,29,3.82
C3904,Machine Learning Fundamentals,Udemy,Advanced,Power BI,36,4.3
C3905,Effective Communication,LinkedIn Learning,Intermediate,Power BI,52,3.75
C3906,Java Programming,edX,Advanced,Data Visualization,47,4.59
C3907,Power BI Dashboards,LinkedIn Learning,Intermediate,Leadership,22,3.52
C3908,Machine Learning Fundamentals,LinkedIn Learning,Advanced,R,35,3.73
C3909,Power BI Dashboards,Coursera,Advanced,SQL,48,4.87
C3910,Leadership Skills,edX,Beginner,Java,13,3.52
C3911,Python for Data Analysis,edX,Beginner,Java,25,4.32
C3912,Leadership Skills,edX,Beginner,Java,58,3.73
C3913,Effective Communication,LinkedIn Learning,Beginner,R,43,3.94
C3914,Leadership Skills,Udemy,Advanced,R,11,3.09
C3915,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Data Visualization,17,3.33
C3916,Leadership Skills,edX,Intermediate,Leadership,24,3.2
C3917,Excel for Business,Coursera,Beginner,Communication,17,4.69
C3918,Python for Data Analysis,edX,Beginner,Leadership,56,4.92
C3919,Effective Communication,edX,Intermediate,Leadership,32,3.14
C3920,Leadership Skills,edX,Beginner,Data Visualization,41,3.15
C3921,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Data Visualization,29,4.1
C3922,Excel for Business,Udemy,Beginner,Leadership,50,4.01
C3923,Excel for Business,Coursera,Intermediate,Java,52,4.3
C3924,Power BI Dashboards,Coursera,Intermediate,SQL,49,4.47
C3925,Excel for Business,Udemy,Beginner,Power BI,30,4.59
C3926,Advanced SQL,Udemy,Intermediate,R,48,3.3
C3927,Leadership Skills,Udemy,Advanced,Power BI,37,3.08
C3928,Machine Learning Fundamentals,Coursera,Intermediate,SQL,44,4.78
C3929,Machine Learning Fundamentals,Coursera,Beginner,Leadership,44,3.94
C3930,Power BI Dashboards,edX,Intermediate,Machine Learning,59,4.94
C3931,Java Programming,LinkedIn Learning,Beginner,Power BI,58,4.07
C3932,Excel for Business,LinkedIn Learning,Advanced,Java,31,4.02
C3933,Power BI Dashboards,LinkedIn Learning,Advanced,Machine Learning,19,4.25
C3934,Advanced SQL,Coursera,Beginner,Java,7,3.34
C3935,Power BI Dashboards,Udemy,Intermediate,Power BI,33,3.51
C3936,Machine Learning Fundamentals,Coursera,Advanced,SQL,35,4.81
C3937,Java Programming,Coursera,Beginner,Machine Learning,44,3.42
C3938,Effective Communication,Coursera,Beginner,R,59,3.47
C3939,Effective Communication,Coursera,Advanced,R,22,4.02
C3940,Java Programming,LinkedIn Learning,Beginner,R,28,4.28
C3941,Power BI Dashboards,edX,Advanced,Excel,43,3.0
C3942,Java Programming,Udemy,Advanced,Excel,58,3.91
C3943,Machine Learning Fundamentals,Coursera,Intermediate,Data Visualization,48,3.8
C3944,Python for Data Analysis,Udemy,Beginner,Excel,51,4.73
C3945,Advanced SQL,Udemy,Advanced,Communication,12,4.68
C3946,Java Programming,Coursera,Advanced,Communication,33,4.81
C3947,Leadership Skills,edX,Intermediate,Communication,52,4.68
C3948,Advanced SQL,edX,Advanced,Java,41,4.57
C3949,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Data Visualization,41,4.72
C3950,Effective Communication,LinkedIn Learning,Advanced,Java,13,3.35
C3951,Python for Data Analysis,edX,Beginner,Java,49,3.68
C3952,Excel for Business,Coursera,Beginner,R,34,4.37
C3953,Power BI Dashboards,LinkedIn Learning,Beginner,Data Visualization,19,4.85
C3954,Java Programming,Coursera,Intermediate,Machine Learning,44,4.33
C3955,Java Programming,Coursera,Beginner,SQL,16,3.42
C3956,Leadership Skills,Coursera,Intermediate,R,56,4.89
C3957,Leadership Skills,Coursera,Intermediate,Machine Learning,45,4.52
C3958,Excel for Business,Udemy,Intermediate,Python,31,4.43
C3959,Leadership Skills,Udemy,Advanced,Communication,51,4.53
C3960,Python for Data Analysis,Coursera,Intermediate,Leadership,51,4.32
C3961,Advanced SQL,edX,Advanced,Python,35,3.04
C3962,Excel for Business,Udemy,Intermediate,Leadership,17,3.51
C3963,Python for Data Analysis,Coursera,Intermediate,Communication,19,4.91
C3964,Advanced SQL,Coursera,Advanced,Communication,58,3.58
C3965,Effective Communication,LinkedIn Learning,Advanced,SQL,9,4.54
C3966,Excel for Business,LinkedIn Learning,Beginner,Power BI,46,3.85
C3967,Leadership Skills,LinkedIn Learning,Beginner,R,59,4.82
C3968,Effective Communication,Udemy,Advanced,SQL,29,4.12
C3969,Advanced SQL,Udemy,Beginner,R,16,4.26
C3970,Machine Learning Fundamentals,LinkedIn Learning,Advanced,Java,53,3.48
C3971,Leadership Skills,LinkedIn Learning,Advanced,Power BI,13,3.12
C3972,Advanced SQL,Coursera,Beginner,SQL,30,4.51
C3973,Advanced SQL,edX,Advanced,Machine Learning,41,3.14
C3974,Java Programming,LinkedIn Learning,Advanced,Leadership,13,4.44
C3975,Leadership Skills,Coursera,Beginner,SQL,9,4.11
C3976,Python for Data Analysis,Udemy,Intermediate,Java,59,4.64
C3977,Python for Data Analysis,LinkedIn Learning,Intermediate,R,50,3.41
C3978,Power BI Dashboards,Udemy,Advanced,Communication,11,4.08
C3979,Leadership Skills,Coursera,Beginner,Machine Learning,45,4.23
C3980,Python for Data Analysis,LinkedIn Learning,Beginner,Machine Learning,35,3.15
C3981,Java Programming,Udemy,Intermediate,Data Visualization,48,4.48
C3982,Machine Learning Fundamentals,Coursera,Advanced,SQL,41,3.78
C3983,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Python,11,3.26
C3984,Java Programming,edX,Intermediate,Communication,9,3.77
C3985,Effective Communication,edX,Advanced,Machine Learning,56,3.2
C3986,Advanced SQL,LinkedIn Learning,Advanced,Python,21,4.78
C3987,Python for Data Analysis,LinkedIn Learning,Advanced,Java,15,3.91
C3988,Leadership Skills,Coursera,Advanced,Communication,41,3.28
C3989,Leadership Skills,Udemy,Advanced,Communication,40,3.5
C3990,Leadership Skills,Udemy,Advanced,Java,31,4.45
C3991,Power BI Dashboards,LinkedIn Learning,Advanced,Java,5,4.57
C3992,Python for Data Analysis,edX,Beginner,R,5,3.08
C3993,Java Programming,Udemy,Beginner,Power BI,18,3.12
C3994,Leadership Skills,LinkedIn Learning,Intermediate,Excel,57,4.83
C3995,Power BI Dashboards,Udemy,Intermediate,Data Visualization,32,3.66
C3996,Advanced SQL,Coursera,Beginner,SQL,45,3.39
C3997,Leadership Skills,LinkedIn Learning,Beginner,Python,5,3.25
C3998,Leadership Skills,edX,Advanced,Data Visualization,12,3.95
C3999,Effective Communication,edX,Intermediate,Communication,49,4.54
C4000,Effective Communication,Coursera,Beginner,Machine Learning,45,4.04
C4001,Machine Learning Fundamentals,Coursera,Advanced,Java,51,3.04
C4002,Java Programming,edX,Beginner,Machine Learning,47,3.97
C4003,Python for Data Analysis,edX,Intermediate,SQL,30,3.62
C4004,Python for Data Analysis,Coursera,Beginner,Java,40,4.37
C4005,Machine Learning Fundamentals,edX,Beginner,Communication,33,4.05
C4006,Machine Learning Fundamentals,edX,Intermediate,Excel,44,4.93
C4007,Effective Communication,Udemy,Beginner,Machine Learning,49,4.2
C4008,Effective Communication,edX,Intermediate,Machine Learning,53,4.26
C4009,Java Programming,Coursera,Advanced,Excel,8,4.04
C4010,Java Programming,Udemy,Advanced,Leadership,46,3.62
C4011,Java Programming,Udemy,Beginner,Leadership,6,4.26
C4012,Effective Communication,edX,Advanced,Leadership,34,3.67
C4013,Excel for Business,Udemy,Intermediate,Java,51,4.43
C4014,Excel for Business,LinkedIn Learning,Intermediate,Leadership,24,3.47
C4015,Java Programming,Coursera,Beginner,Power BI,34,3.74
C4016,Excel for Business,Coursera,Advanced,Communication,22,4.17
C4017,Machine Learning Fundamentals,edX,Intermediate,Power BI,34,4.26
C4018,Java Programming,edX,Intermediate,SQL,50,4.34
C4019,Excel for Business,Coursera,Beginner,Leadership,39,4.4
C4020,Python for Data Analysis,Coursera,Advanced,Excel,5,3.64
C4021,Machine Learning Fundamentals,edX,Intermediate,Python,7,4.79
C4022,Python for Data Analysis,Coursera,Beginner,Python,27,3.06
C4023,Machine Learning Fundamentals,edX,Beginner,R,49,3.38
C4024,Leadership Skills,Udemy,Intermediate,Excel,44,3.14
C4025,Advanced SQL,LinkedIn Learning,Intermediate,Leadership,26,4.34
C4026,Python for Data Analysis,LinkedIn Learning,Beginner,R,53,3.55
C4027,Java Programming,LinkedIn Learning,Advanced,Leadership,59,3.4
C4028,Leadership Skills,Udemy,Beginner,Java,52,3.96
C4029,Machine Learning Fundamentals,edX,Advanced,Machine Learning,52,4.24
C4030,Power BI Dashboards,edX,Intermediate,Excel,48,4.24
C4031,Machine Learning Fundamentals,edX,Intermediate,Python,55,4.11
C4032,Advanced SQL,Coursera,Intermediate,Data Visualization,52,4.98
C4033,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Java,19,4.72
C4034,Advanced SQL,edX,Advanced,Machine Learning,45,3.48
C4035,Java Programming,edX,Beginner,SQL,20,4.52
C4036,Excel for Business,Udemy,Beginner,Data Visualization,31,4.14
C4037,Python for Data Analysis,edX,Beginner,Java,36,3.14
C4038,Advanced SQL,LinkedIn Learning,Advanced,Power BI,38,3.1
C4039,Power BI Dashboards,edX,Advanced,Data Visualization,46,4.6
C4040,Python for Data Analysis,Udemy,Intermediate,R,16,4.09
C4041,Machine Learning Fundamentals,LinkedIn Learning,Beginner,R,22,4.14
C4042,Machine Learning Fundamentals,Coursera,Advanced,R,22,3.67
C4043,Advanced SQL,edX,Beginner,Power BI,8,4.86
C4044,Leadership Skills,edX,Intermediate,Machine Learning,38,4.43
C4045,Power BI Dashboards,edX,Intermediate,Power BI,43,4.86
C4046,Advanced SQL,edX,Beginner,Data Visualization,23,3.2
C4047,Leadership Skills,Udemy,Intermediate,Data Visualization,47,4.17
C4048,Power BI Dashboards,Udemy,Advanced,Communication,49,4.28
C4049,Effective Communication,LinkedIn Learning,Advanced,Leadership,56,3.25
C4050,Advanced SQL,Udemy,Advanced,Leadership,35,3.69
C4051,Excel for Business,edX,Advanced,Data Visualization,53,3.43
C4052,Java Programming,LinkedIn Learning,Intermediate,Machine Learning,35,4.97
C4053,Excel for Business,Coursera,Advanced,Data Visualization,46,4.09
C4054,Excel for Business,LinkedIn Learning,Intermediate,Power BI,52,3.63
C4055,Advanced SQL,edX,Intermediate,Communication,24,4.33
C4056,Leadership Skills,edX,Beginner,Communication,52,4.32
C4057,Python for Data Analysis,Coursera,Intermediate,R,24,3.69
C4058,Machine Learning Fundamentals,edX,Beginner,Machine Learning,36,4.99
C4059,Python for Data Analysis,LinkedIn Learning,Intermediate,Power BI,24,4.62
C4060,Machine Learning Fundamentals,Udemy,Advanced,Machine Learning,20,3.8
C4061,Power BI Dashboards,Udemy,Beginner,Leadership,23,4.32
C4062,Excel for Business,LinkedIn Learning,Intermediate,Leadership,35,4.42
C4063,Excel for Business,LinkedIn Learning,Intermediate,Data Visualization,17,3.35
C4064,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Excel,59,4.76
C4065,Java Programming,Coursera,Beginner,Machine Learning,24,4.65
C4066,Excel for Business,Udemy,Advanced,Leadership,47,4.51
C4067,Python for Data Analysis,Coursera,Advanced,Python,16,3.45
C4068,Advanced SQL,Coursera,Intermediate,Power BI,53,3.27
C4069,Excel for Business,edX,Intermediate,Leadership,51,3.36
C4070,Effective Communication,Udemy,Intermediate,Data Visualization,30,3.19
C4071,Leadership Skills,Coursera,Intermediate,Python,39,4.88
C4072,Leadership Skills,LinkedIn Learning,Beginner,Java,45,4.7
C4073,Excel for Business,LinkedIn Learning,Beginner,Machine Learning,14,3.18
C4074,Effective Communication,LinkedIn Learning,Intermediate,Machine Learning,16,4.36
C4075,Power BI Dashboards,edX,Intermediate,Excel,58,3.49
C4076,Advanced SQL,Coursera,Advanced,Machine Learning,28,3.03
C4077,Machine Learning Fundamentals,Udemy,Intermediate,Power BI,13,3.58
C4078,Java Programming,Udemy,Advanced,R,9,3.88
C4079,Advanced SQL,edX,Advanced,Power BI,35,3.04
C4080,Advanced SQL,LinkedIn Learning,Intermediate,Machine Learning,58,3.65
C4081,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Machine Learning,38,4.4
C4082,Advanced SQL,Coursera,Advanced,Python,49,3.46
C4083,Power BI Dashboards,Udemy,Advanced,Power BI,15,3.97
C4084,Effective Communication,Udemy,Intermediate,R,13,4.78
C4085,Java Programming,LinkedIn Learning,Beginner,Data Visualization,26,3.06
C4086,Python for Data Analysis,LinkedIn Learning,Advanced,Machine Learning,44,4.57
C4087,Java Programming,Udemy,Intermediate,Power BI,59,3.77
C4088,Advanced SQL,Udemy,Beginner,Leadership,51,4.08
C4089,Python for Data Analysis,Udemy,Beginner,Data Visualization,32,3.46
C4090,Power BI Dashboards,Coursera,Beginner,Leadership,20,4.16
C4091,Power BI Dashboards,Coursera,Advanced,Communication,14,4.46
C4092,Leadership Skills,LinkedIn Learning,Beginner,Power BI,38,3.4
C4093,Leadership Skills,edX,Advanced,Power BI,19,3.69
C4094,Advanced SQL,LinkedIn Learning,Intermediate,Leadership,22,4.13
C4095,Excel for Business,Udemy,Beginner,Machine Learning,49,3.83
C4096,Advanced SQL,edX,Advanced,Power BI,35,3.59
C4097,Python for Data Analysis,Coursera,Beginner,Excel,9,3.9
C4098,Power BI Dashboards,LinkedIn Learning,Advanced,SQL,55,3.58
C4099,Python for Data Analysis,Coursera,Intermediate,Power BI,37,3.6
C4100,Python for Data Analysis,edX,Advanced,Leadership,33,4.22
C4101,Leadership Skills,Coursera,Intermediate,SQL,7,3.95
C4102,Java Programming,Udemy,Beginner,R,27,4.35
C4103,Machine Learning Fundamentals,Udemy,Advanced,R,14,4.67
C4104,Power BI Dashboards,Coursera,Intermediate,Machine Learning,51,4.89
C4105,Power BI Dashboards,LinkedIn Learning,Beginner,R,36,3.3
C4106,Python for Data Analysis,Udemy,Intermediate,Python,52,4.25
C4107,Java Programming,edX,Beginner,Machine Learning,31,4.16
C4108,Effective Communication,LinkedIn Learning,Intermediate,Excel,40,4.73
C4109,Power BI Dashboards,Coursera,Advanced,Machine Learning,28,4.79
C4110,Effective Communication,edX,Intermediate,Communication,58,4.52
C4111,Effective Communication,Coursera,Beginner,Communication,24,4.19
C4112,Advanced SQL,LinkedIn Learning,Intermediate,Python,7,3.4
C4113,Machine Learning Fundamentals,Udemy,Intermediate,Communication,9,3.55
C4114,Advanced SQL,Udemy,Advanced,Machine Learning,7,4.21
C4115,Java Programming,Udemy,Beginner,Python,44,3.28
C4116,Leadership Skills,Udemy,Beginner,Data Visualization,10,3.37
C4117,Excel for Business,edX,Intermediate,Leadership,19,4.82
C4118,Excel for Business,edX,Beginner,Python,10,4.91
C4119,Effective Communication,LinkedIn Learning,Beginner,Leadership,27,3.01
C4120,Python for Data Analysis,LinkedIn Learning,Beginner,R,34,4.72
C4121,Effective Communication,LinkedIn Learning,Advanced,Leadership,43,4.88
C4122,Excel for Business,Coursera,Advanced,Data Visualization,44,4.05
C4123,Java Programming,Udemy,Advanced,Communication,52,3.9
C4124,Advanced SQL,Udemy,Beginner,Excel,25,4.84
C4125,Excel for Business,LinkedIn Learning,Advanced,Leadership,49,3.02
C4126,Java Programming,LinkedIn Learning,Beginner,Machine Learning,41,4.68
C4127,Python for Data Analysis,edX,Advanced,Java,26,3.59
C4128,Power BI Dashboards,Udemy,Intermediate,Java,56,4.28
C4129,Machine Learning Fundamentals,Udemy,Beginner,Data Visualization,6,3.65
C4130,Java Programming,Udemy,Intermediate,Machine Learning,18,4.05
C4131,Python for Data Analysis,edX,Intermediate,Leadership,22,4.62
C4132,Python for Data Analysis,LinkedIn Learning,Intermediate,Excel,54,3.36
C4133,Python for Data Analysis,edX,Advanced,Power BI,54,4.33
C4134,Advanced SQL,LinkedIn Learning,Advanced,Leadership,19,4.8
C4135,Power BI Dashboards,LinkedIn Learning,Intermediate,Machine Learning,41,4.8
C4136,Python for Data Analysis,LinkedIn Learning,Intermediate,Excel,6,4.79
C4137,Power BI Dashboards,LinkedIn Learning,Intermediate,Data Visualization,59,4.04
C4138,Effective Communication,Udemy,Advanced,Leadership,47,4.54
C4139,Leadership Skills,edX,Intermediate,Excel,24,3.89
C4140,Leadership Skills,Udemy,Intermediate,Data Visualization,14,3.92
C4141,Python for Data Analysis,Coursera,Beginner,Java,9,3.57
C4142,Advanced SQL,Udemy,Intermediate,Leadership,36,3.57
C4143,Java Programming,LinkedIn Learning,Beginner,Power BI,6,3.08
C4144,Python for Data Analysis,LinkedIn Learning,Beginner,Python,48,4.06
C4145,Leadership Skills,LinkedIn Learning,Beginner,Machine Learning,53,3.62
C4146,Effective Communication,Udemy,Advanced,Communication,58,3.38
C4147,Excel for Business,LinkedIn Learning,Intermediate,R,9,3.24
C4148,Advanced SQL,Coursera,Intermediate,Data Visualization,25,3.69
C4149,Leadership Skills,Udemy,Beginner,Machine Learning,22,4.8
C4150,Python for Data Analysis,Udemy,Beginner,Python,52,4.03
C4151,Python for Data Analysis,Coursera,Beginner,Excel,44,4.11
C4152,Python for Data Analysis,Udemy,Beginner,SQL,8,3.11
C4153,Excel for Business,LinkedIn Learning,Intermediate,Excel,36,4.04
C4154,Java Programming,LinkedIn Learning,Intermediate,Python,40,4.34
C4155,Excel for Business,Coursera,Beginner,SQL,8,3.3
C4156,Leadership Skills,Coursera,Beginner,Java,21,4.97
C4157,Java Programming,Udemy,Beginner,Excel,56,4.83
C4158,Python for Data Analysis,Udemy,Beginner,R,46,4.99
C4159,Leadership Skills,Udemy,Advanced,Power BI,37,3.72
C4160,Excel for Business,LinkedIn Learning,Intermediate,SQL,26,4.64
C4161,Python for Data Analysis,Coursera,Intermediate,Leadership,22,3.66
C4162,Excel for Business,LinkedIn Learning,Advanced,R,31,4.5
C4163,Power BI Dashboards,Coursera,Beginner,Communication,19,4.9
C4164,Effective Communication,edX,Beginner,Python,29,3.31
C4165,Leadership Skills,Coursera,Intermediate,R,14,3.28
C4166,Java Programming,edX,Advanced,R,20,3.21
C4167,Python for Data Analysis,Coursera,Beginner,Leadership,8,4.6
C4168,Effective Communication,LinkedIn Learning,Intermediate,Python,35,4.33
C4169,Python for Data Analysis,Udemy,Intermediate,Power BI,36,4.04
C4170,Machine Learning Fundamentals,Udemy,Intermediate,Python,28,4.55
C4171,Machine Learning Fundamentals,Udemy,Advanced,Excel,22,4.7
C4172,Advanced SQL,edX,Advanced,Leadership,36,4.9
C4173,Power BI Dashboards,Udemy,Advanced,Python,57,3.4
C4174,Java Programming,LinkedIn Learning,Advanced,Java,32,3.88
C4175,Java Programming,LinkedIn Learning,Advanced,Data Visualization,15,4.85
C4176,Power BI Dashboards,Coursera,Advanced,Power BI,12,3.92
C4177,Advanced SQL,Udemy,Intermediate,Power BI,5,3.98
C4178,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Python,58,4.88
C4179,Leadership Skills,Udemy,Beginner,Communication,6,4.47
C4180,Advanced SQL,Coursera,Beginner,Java,25,4.1
C4181,Machine Learning Fundamentals,edX,Beginner,Java,53,3.71
C4182,Leadership Skills,LinkedIn Learning,Advanced,Leadership,56,4.83
C4183,Python for Data Analysis,LinkedIn Learning,Advanced,Leadership,23,3.02
C4184,Java Programming,Udemy,Beginner,Java,46,3.64
C4185,Effective Communication,edX,Beginner,Java,34,4.89
C4186,Advanced SQL,LinkedIn Learning,Advanced,Python,57,4.0
C4187,Excel for Business,edX,Advanced,SQL,44,4.25
C4188,Effective Communication,Udemy,Intermediate,Data Visualization,29,4.07
C4189,Machine Learning Fundamentals,Coursera,Beginner,Java,57,3.79
C4190,Python for Data Analysis,LinkedIn Learning,Advanced,Python,13,4.33
C4191,Leadership Skills,edX,Intermediate,R,46,4.53
C4192,Excel for Business,Coursera,Intermediate,R,56,3.73
C4193,Excel for Business,edX,Advanced,Data Visualization,32,4.18
C4194,Leadership Skills,Udemy,Advanced,SQL,41,3.17
C4195,Power BI Dashboards,Coursera,Intermediate,Machine Learning,36,4.1
C4196,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Power BI,45,4.5
C4197,Python for Data Analysis,LinkedIn Learning,Advanced,Data Visualization,15,4.17
C4198,Machine Learning Fundamentals,Coursera,Beginner,Leadership,54,4.76
C4199,Python for Data Analysis,edX,Beginner,SQL,25,3.57
C4200,Java Programming,Coursera,Beginner,Data Visualization,28,3.98
C4201,Leadership Skills,Udemy,Beginner,Python,5,3.17
C4202,Effective Communication,LinkedIn Learning,Beginner,R,20,4.4
C4203,Machine Learning Fundamentals,Coursera,Beginner,R,56,3.89
C4204,Effective Communication,LinkedIn Learning,Beginner,R,28,4.06
C4205,Java Programming,Coursera,Advanced,Communication,14,3.26
C4206,Java Programming,edX,Intermediate,Excel,36,4.99
C4207,Excel for Business,LinkedIn Learning,Intermediate,Machine Learning,32,4.54
C4208,Power BI Dashboards,Coursera,Intermediate,Data Visualization,54,3.8
C4209,Leadership Skills,Coursera,Intermediate,Python,37,4.14
C4210,Effective Communication,Udemy,Beginner,Data Visualization,42,4.24
C4211,Java Programming,LinkedIn Learning,Advanced,Java,26,4.92
C4212,Leadership Skills,Coursera,Intermediate,Data Visualization,5,4.54
C4213,Advanced SQL,Udemy,Beginner,Power BI,39,3.7
C4214,Machine Learning Fundamentals,Coursera,Beginner,SQL,49,4.96
C4215,Excel for Business,LinkedIn Learning,Beginner,Power BI,16,3.6
C4216,Leadership Skills,Coursera,Advanced,Python,50,4.15
C4217,Advanced SQL,LinkedIn Learning,Advanced,Data Visualization,29,4.4
C4218,Effective Communication,LinkedIn Learning,Advanced,Data Visualization,32,3.54
C4219,Advanced SQL,Udemy,Intermediate,Java,21,4.91
C4220,Advanced SQL,Coursera,Intermediate,Machine Learning,20,3.43
C4221,Effective Communication,LinkedIn Learning,Advanced,Python,36,3.88
C4222,Excel for Business,Coursera,Advanced,Python,49,3.36
C4223,Effective Communication,edX,Advanced,SQL,8,4.75
C4224,Python for Data Analysis,edX,Advanced,Leadership,51,3.44
C4225,Advanced SQL,Coursera,Beginner,SQL,45,3.07
C4226,Power BI Dashboards,Udemy,Intermediate,Excel,53,3.08
C4227,Leadership Skills,edX,Beginner,R,15,3.83
C4228,Python for Data Analysis,LinkedIn Learning,Intermediate,Python,24,4.05
C4229,Excel for Business,Coursera,Beginner,R,30,3.08
C4230,Java Programming,LinkedIn Learning,Beginner,Machine Learning,11,3.19
C4231,Advanced SQL,LinkedIn Learning,Beginner,R,35,3.19
C4232,Excel for Business,edX,Advanced,Data Visualization,11,4.34
C4233,Excel for Business,LinkedIn Learning,Beginner,Java,59,3.6
C4234,Advanced SQL,Coursera,Beginner,Leadership,8,4.13
C4235,Excel for Business,Udemy,Advanced,Data Visualization,12,3.15
C4236,Leadership Skills,edX,Advanced,Leadership,55,4.78
C4237,Leadership Skills,edX,Intermediate,Machine Learning,18,3.61
C4238,Power BI Dashboards,Coursera,Beginner,Java,26,4.56
C4239,Power BI Dashboards,Udemy,Intermediate,R,27,4.65
C4240,Java Programming,Udemy,Intermediate,Java,29,4.98
C4241,Machine Learning Fundamentals,LinkedIn Learning,Beginner,R,40,4.48
C4242,Leadership Skills,Udemy,Intermediate,Communication,57,3.89
C4243,Advanced SQL,Coursera,Advanced,Excel,53,3.31
C4244,Advanced SQL,Udemy,Advanced,Power BI,30,3.1
C4245,Leadership Skills,Udemy,Beginner,Power BI,28,4.77
C4246,Advanced SQL,LinkedIn Learning,Intermediate,R,22,3.89
C4247,Machine Learning Fundamentals,LinkedIn Learning,Beginner,R,25,4.5
C4248,Effective Communication,Coursera,Advanced,Python,51,3.99
C4249,Java Programming,Udemy,Beginner,Communication,9,4.76
C4250,Java Programming,Udemy,Advanced,SQL,19,4.5
C4251,Power BI Dashboards,edX,Advanced,Communication,35,3.17
C4252,Power BI Dashboards,Udemy,Advanced,Communication,30,4.5
C4253,Advanced SQL,edX,Intermediate,Excel,8,3.53
C4254,Excel for Business,LinkedIn Learning,Intermediate,Power BI,8,4.55
