jid,title,location,proj_quals,job_desc,start_date,end_date
J4655,Marketing Specialist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,3/16/2025,8/17/2025
J4656,Data Analyst,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,1/12/2025,6/1/2025
J4657,Software Engineer,Da Nang,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,2/1/2025,7/5/2025
J4658,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/14/2025,8/14/2025
J4659,Project Manager,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,1/23/2025,8/21/2025
J4660,Data Analyst,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,3/13/2025,8/2/2025
J4661,Data Analyst,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,4/8/2025,6/5/2025
J4662,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/22/2025,8/13/2025
J4663,Data Analyst,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,2/8/2025,7/23/2025
J4664,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,1/14/2025,6/3/2025
J4665,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,1/5/2025,8/26/2025
J4666,Project Manager,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,4/9/2025,8/6/2025
J4667,Data Analyst,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,2/1/2025,9/7/2025
J4668,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,4/9/2025,6/20/2025
J4669,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/1/2025,6/30/2025
J4670,Project Manager,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,2/25/2025,9/2/2025
J4671,Project Manager,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/5/2025,6/25/2025
J4672,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,2/8/2025,6/4/2025
J4673,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,1/22/2025,6/26/2025
J4674,Data Analyst,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,2/18/2025,6/17/2025
J4675,Marketing Specialist,Hanoi,"Java, SQL, Communication",Design and execute marketing campaigns.,1/11/2025,6/7/2025
J4676,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,1/30/2025,8/11/2025
J4677,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/26/2025,6/24/2025
J4678,Data Scientist,Da Nang,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,1/27/2025,8/3/2025
J4679,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,4/11/2025,6/23/2025
J4680,Project Manager,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/10/2025,6/17/2025
J4681,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,1/25/2025,6/24/2025
J4682,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,2/9/2025,6/10/2025
J4683,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,2/20/2025,7/17/2025
J4684,Marketing Specialist,Ho Chi Minh,"Java, SQL, Communication",Design and execute marketing campaigns.,1/24/2025,9/5/2025
J4685,Project Manager,Ho Chi Minh,"Java, SQL, Communication",Develop backend systems and maintain performance.,2/12/2025,8/10/2025
J4686,Project Manager,Da Nang,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,3/4/2025,8/23/2025
J4687,Data Analyst,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/23/2025,7/22/2025
J4688,Project Manager,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,3/25/2025,8/28/2025
J4689,Data Analyst,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,2/16/2025,8/17/2025
J4690,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/15/2025,9/6/2025
J4691,Project Manager,Da Nang,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,1/17/2025,7/23/2025
J4692,Marketing Specialist,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,2/20/2025,6/3/2025
J4693,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/7/2025,7/11/2025
J4694,Data Analyst,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/9/2025,7/26/2025
J4695,Software Engineer,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,2/26/2025,8/23/2025
J4696,Project Manager,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,1/22/2025,8/4/2025
J4697,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,2/5/2025,7/24/2025
J4698,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,3/30/2025,8/23/2025
J4699,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/19/2025,7/28/2025
J4700,Project Manager,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,1/22/2025,8/2/2025
J4701,Data Scientist,Hanoi,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,2/14/2025,7/13/2025
J4702,Data Analyst,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,1/22/2025,8/2/2025
J4703,Project Manager,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,2/15/2025,8/24/2025
J4704,Marketing Specialist,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,2/26/2025,6/24/2025
J4705,Software Engineer,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/28/2025,7/11/2025
J4706,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/14/2025,9/8/2025
J4707,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Develop predictive models and report insights.,3/29/2025,8/29/2025
J4708,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Develop predictive models and report insights.,1/5/2025,6/24/2025
J4709,Software Engineer,Hanoi,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/19/2025,7/27/2025
J4710,Data Analyst,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,1/10/2025,6/15/2025
J4711,Software Engineer,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,1/26/2025,7/16/2025
J4712,Marketing Specialist,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/7/2025,7/31/2025
J4713,Data Analyst,Da Nang,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/12/2025,9/5/2025
J4714,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,1/24/2025,8/12/2025
J4715,Marketing Specialist,Da Nang,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/8/2025,8/29/2025
J4716,Marketing Specialist,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/16/2025,6/10/2025
J4717,Data Analyst,Hanoi,"Java, SQL, Communication",Analyze data and visualize results.,1/28/2025,8/5/2025
J4718,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Develop predictive models and report insights.,3/1/2025,8/22/2025
J4719,Software Engineer,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/24/2025,7/19/2025
J4720,Data Scientist,Da Nang,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/11/2025,8/31/2025
J4721,Marketing Specialist,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,1/16/2025,8/14/2025
J4722,Data Analyst,Ho Chi Minh,"Java, SQL, Communication",Develop predictive models and report insights.,3/11/2025,8/5/2025
J4723,Data Scientist,Da Nang,"Java, SQL, Communication",Manage project timelines and coordinate teams.,3/14/2025,8/17/2025
J4724,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,3/1/2025,9/2/2025
J4725,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/1/2025,6/10/2025
J4726,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/7/2025,8/26/2025
J4727,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Analyze data and visualize results.,2/25/2025,6/20/2025
J4728,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,1/6/2025,8/21/2025
J4729,Project Manager,Da Nang,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,1/26/2025,6/19/2025
J4730,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,2/19/2025,9/1/2025
J4731,Project Manager,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,1/31/2025,7/4/2025
J4732,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,2/23/2025,7/26/2025
J4733,Marketing Specialist,Ho Chi Minh,"Python, SQL, Power BI",Analyze data and visualize results.,3/8/2025,7/15/2025
J4734,Project Manager,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,1/18/2025,8/24/2025
J4735,Software Engineer,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/24/2025,7/4/2025
J4736,Software Engineer,Ho Chi Minh,"Java, SQL, Communication",Develop backend systems and maintain performance.,3/22/2025,6/4/2025
J4737,Marketing Specialist,Da Nang,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/2/2025,8/1/2025
J4738,Project Manager,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,2/6/2025,9/2/2025
J4739,Data Scientist,Hanoi,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/10/2025,8/1/2025
J4740,Marketing Specialist,Da Nang,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/22/2025,8/16/2025
J4741,Marketing Specialist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/16/2025,6/1/2025
J4742,Data Analyst,Hanoi,"Java, SQL, Communication",Analyze data and visualize results.,1/13/2025,8/7/2025
J4743,Software Engineer,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,1/28/2025,7/6/2025
J4744,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,1/12/2025,6/6/2025
J4745,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,2/28/2025,9/4/2025
J4746,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/20/2025,6/11/2025
J4747,Marketing Specialist,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/10/2025,8/24/2025
J4748,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,4/1/2025,8/9/2025
J4749,Data Scientist,Hanoi,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/30/2025,7/9/2025
J4750,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/13/2025,8/12/2025
J4751,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,1/28/2025,7/23/2025
J4752,Data Analyst,Ho Chi Minh,"Java, SQL, Communication",Design and execute marketing campaigns.,2/7/2025,7/13/2025
J4753,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/11/2025,8/30/2025
J4754,Software Engineer,Ho Chi Minh,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,3/17/2025,6/28/2025
J4755,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/13/2025,6/30/2025
J4756,Marketing Specialist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/28/2025,6/1/2025
J4757,Software Engineer,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/12/2025,6/17/2025
J4758,Project Manager,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/30/2025,8/20/2025
J4759,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/23/2025,8/29/2025
J4760,Data Analyst,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/7/2025,7/30/2025
J4761,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,2/24/2025,6/2/2025
J4762,Marketing Specialist,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,2/7/2025,7/29/2025
J4763,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,2/9/2025,8/26/2025
J4764,Marketing Specialist,Da Nang,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,1/5/2025,6/2/2025
J4765,Data Analyst,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,1/12/2025,6/21/2025
J4766,Data Scientist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/21/2025,6/2/2025
J4767,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/24/2025,6/1/2025
J4768,Software Engineer,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/30/2025,6/4/2025
J4769,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/28/2025,6/12/2025
J4770,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,1/26/2025,6/6/2025
J4771,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,2/7/2025,7/25/2025
J4772,Data Analyst,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,2/21/2025,8/3/2025
J4773,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/8/2025,8/27/2025
J4774,Software Engineer,Da Nang,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,1/12/2025,7/15/2025
J4775,Data Scientist,Ho Chi Minh,"Java, SQL, Communication",Design and execute marketing campaigns.,4/11/2025,8/9/2025
J4776,Data Scientist,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,4/1/2025,8/8/2025
J4777,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,2/3/2025,6/25/2025
J4778,Data Analyst,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,3/13/2025,6/27/2025
J4779,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,4/11/2025,7/27/2025
J4780,Software Engineer,Ho Chi Minh,"Java, SQL, Communication",Design and execute marketing campaigns.,2/28/2025,8/17/2025
J4781,Software Engineer,Ho Chi Minh,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,2/21/2025,7/17/2025
J4782,Marketing Specialist,Hanoi,"Python, SQL, Power BI",Develop predictive models and report insights.,3/14/2025,9/1/2025
J4783,Software Engineer,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,2/17/2025,7/28/2025
J4784,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/15/2025,6/13/2025
J4785,Software Engineer,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/24/2025,6/10/2025
J4786,Data Scientist,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,1/24/2025,7/9/2025
J4787,Project Manager,Da Nang,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,4/4/2025,6/9/2025
J4788,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,3/7/2025,9/8/2025
J4789,Data Analyst,Ho Chi Minh,"Leadership, Project Planning, Excel",Analyze data and visualize results.,1/3/2025,6/25/2025
J4790,Software Engineer,Da Nang,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/29/2025,8/31/2025
J4791,Data Analyst,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/15/2025,7/19/2025
J4792,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/17/2025,8/13/2025
J4793,Software Engineer,Da Nang,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,2/4/2025,8/15/2025
J4794,Data Scientist,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,3/23/2025,7/15/2025
J4795,Project Manager,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,4/6/2025,7/25/2025
J4796,Project Manager,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,1/9/2025,7/22/2025
J4797,Data Analyst,Hanoi,"Java, SQL, Communication",Design and execute marketing campaigns.,2/15/2025,6/23/2025
J4798,Data Scientist,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,4/11/2025,8/5/2025
J4799,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/14/2025,7/11/2025
J4800,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/17/2025,8/17/2025
J4801,Data Analyst,Da Nang,"Java, SQL, Communication",Design and execute marketing campaigns.,4/9/2025,8/29/2025
J4802,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,2/15/2025,6/26/2025
J4803,Data Scientist,Da Nang,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,2/2/2025,6/4/2025
J4804,Data Scientist,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,3/25/2025,6/25/2025
J4805,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,1/10/2025,7/30/2025
J4806,Marketing Specialist,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,2/11/2025,8/11/2025
J4807,Marketing Specialist,Da Nang,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/5/2025,7/25/2025
J4808,Data Analyst,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,3/31/2025,7/16/2025
J4809,Marketing Specialist,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,1/31/2025,8/23/2025
J4810,Data Scientist,Da Nang,"Java, SQL, Communication",Manage project timelines and coordinate teams.,1/16/2025,8/1/2025
J4811,Marketing Specialist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/15/2025,7/17/2025
J4812,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/29/2025,7/20/2025
J4813,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/28/2025,6/14/2025
J4814,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,1/11/2025,6/3/2025
J4815,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,2/2/2025,6/28/2025
J4816,Data Scientist,Hanoi,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,3/31/2025,8/19/2025
J4817,Data Scientist,Hanoi,"Python, SQL, Power BI",Develop predictive models and report insights.,3/1/2025,6/4/2025
J4818,Project Manager,Da Nang,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,1/24/2025,7/31/2025
J4819,Software Engineer,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,2/1/2025,7/15/2025
J4820,Marketing Specialist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,2/17/2025,8/24/2025
J4821,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/12/2025,7/29/2025
J4822,Software Engineer,Da Nang,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/15/2025,7/31/2025
J4823,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/30/2025,6/10/2025
J4824,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/31/2025,6/3/2025
J4825,Software Engineer,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,2/7/2025,8/1/2025
J4826,Data Scientist,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,4/11/2025,6/20/2025
J4827,Project Manager,Da Nang,"Java, SQL, Communication",Manage project timelines and coordinate teams.,2/14/2025,7/19/2025
J4828,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,2/17/2025,6/26/2025
J4829,Data Analyst,Da Nang,"Java, SQL, Communication",Design and execute marketing campaigns.,4/11/2025,7/9/2025
J4830,Data Analyst,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,2/13/2025,6/8/2025
J4831,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,3/17/2025,6/8/2025
J4832,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,1/27/2025,9/1/2025
J4833,Marketing Specialist,Da Nang,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,3/15/2025,6/23/2025
J4834,Data Scientist,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,1/30/2025,6/21/2025
J4835,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Develop predictive models and report insights.,3/28/2025,8/12/2025
J4836,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Analyze data and visualize results.,4/5/2025,6/8/2025
J4837,Marketing Specialist,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,1/2/2025,6/23/2025
J4838,Software Engineer,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,3/17/2025,8/23/2025
J4839,Software Engineer,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,2/11/2025,7/8/2025
J4840,Marketing Specialist,Da Nang,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,3/20/2025,7/12/2025
J4841,Marketing Specialist,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,2/23/2025,6/9/2025
J4842,Data Scientist,Hanoi,"Java, SQL, Communication",Develop predictive models and report insights.,1/10/2025,9/5/2025
J4843,Project Manager,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/8/2025,8/28/2025
J4844,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,1/1/2025,6/1/2025
J4845,Data Scientist,Da Nang,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,1/17/2025,7/31/2025
J4846,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/21/2025,7/9/2025
J4847,Software Engineer,Hanoi,"Java, SQL, Communication",Design and execute marketing campaigns.,3/18/2025,8/14/2025
J4848,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,2/24/2025,7/17/2025
J4849,Software Engineer,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,1/5/2025,8/11/2025
J4850,Software Engineer,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/31/2025,8/28/2025
J4851,Project Manager,Hanoi,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,2/7/2025,8/6/2025
J4852,Data Scientist,Da Nang,"Java, SQL, Communication",Manage project timelines and coordinate teams.,3/9/2025,7/5/2025
J4853,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,3/8/2025,8/17/2025
J4854,Data Analyst,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/4/2025,6/25/2025
J4855,Data Scientist,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,3/29/2025,8/31/2025
J4856,Software Engineer,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/8/2025,7/9/2025
J4857,Data Scientist,Da Nang,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,4/4/2025,7/23/2025
J4858,Data Scientist,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/10/2025,6/19/2025
J4859,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/23/2025,6/15/2025
J4860,Marketing Specialist,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,1/8/2025,8/27/2025
J4861,Software Engineer,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/9/2025,8/11/2025
J4862,Project Manager,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,4/2/2025,7/29/2025
J4863,Data Analyst,Hanoi,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,1/5/2025,6/14/2025
J4864,Marketing Specialist,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/14/2025,7/3/2025
J4865,Software Engineer,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,2/25/2025,7/1/2025
J4866,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/12/2025,8/30/2025
J4867,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,2/7/2025,8/2/2025
J4868,Data Scientist,Ho Chi Minh,"Java, SQL, Communication",Develop predictive models and report insights.,3/10/2025,9/8/2025
J4869,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Analyze data and visualize results.,1/10/2025,7/24/2025
J4870,Marketing Specialist,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,3/30/2025,7/6/2025
J4871,Software Engineer,Da Nang,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,4/2/2025,8/19/2025
J4872,Data Analyst,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/4/2025,9/2/2025
J4873,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,2/12/2025,8/22/2025
J4874,Project Manager,Ho Chi Minh,"Java, SQL, Communication",Analyze data and visualize results.,1/29/2025,8/5/2025
J4875,Project Manager,Ho Chi Minh,"Java, SQL, Communication",Develop backend systems and maintain performance.,2/18/2025,6/7/2025
J4876,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,4/10/2025,9/7/2025
J4877,Project Manager,Ho Chi Minh,"Java, SQL, Communication",Develop backend systems and maintain performance.,4/9/2025,9/9/2025
J4878,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/7/2025,8/7/2025
J4879,Project Manager,Da Nang,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,2/4/2025,8/14/2025
